-0.5367  	-0.1556  	-1.0907  	-0.2552  	0.01447  	-0.2378  	-0.1349  	0.08794  	0.47571  	0.05320  	0.00707  	0.96038  	0.28253  	-0.4645  	-1.5459  	0.15268  	-0.1240  	0.26578  	0.24507  	0.14837  	-0.0534  	0.57813  	-0.2429  	0.31666  	-0.0585  	0.13108  	-0.0902  	-0.3404  	-0.6118  	-0.2472  	0.06071  	0.26863  	-0.2435  	0.00809  	0.03544  	-0.0330  	0.00403  	0.10277  	-0.3174  	-0.2756  	0.43760  	-0.0273  	-0.0340  	0.53246  	0.22803  	-0.0546  	-0.0174  	0.05067  	0.02405  	-0.0266  	-0.1123  	-0.0143  	0.00233  	0.01638  	-0.0190  	-0.0001  	0.01216  	0.02006  	-0.0114  	0.00614  	-0.0026  	-0.0375  	0.04459  	-0.0006  	0.17931  	0.03802  	0.00603  	-0.0004  	0.05871  	0.38001  	
-0.3275  	-0.1286  	-0.9487  	-0.1675  	0.01233  	-0.1959  	-0.1637  	0.14759  	0.52438  	-0.0032  	-0.0732  	1.01704  	0.34237  	-0.3725  	-1.3125  	0.12687  	-0.0842  	0.24168  	0.2633  	0.09771  	-0.0438  	0.58469  	-0.2361  	0.39780  	0.01763  	0.08528  	-0.0015  	-0.4426  	-0.6892  	-0.2121  	0.05981  	0.27444  	-0.2208  	-0.0005  	0.06224  	-0.0690  	0.07560  	0.13545  	-0.3249  	-0.2571  	0.40500  	-0.0262  	-0.0454  	0.53769  	0.23290  	-0.0523  	-0.0203  	0.04774  	0.02295  	-0.0365  	-0.1202  	-0.0090  	-0.0088  	0.02200  	-0.0224  	-0.0042  	-0.0004  	0.01379  	-0.0088  	0.01254  	-0.0011  	-0.0346  	0.05575  	0.00255  	0.18120  	0.04063  	0.00764  	-0.0014  	0.05928  	0.37752  	
-0.0931  	-0.0856  	-0.8818  	-0.0663  	0.02375  	0.16193  	-0.1425  	0.14571  	0.55761  	-0.1192  	-0.3365  	0.95933  	0.41786  	-0.3773  	-1.2629  	0.32623  	-0.0748  	0.30916  	0.28895  	0.00895  	-0.1301  	0.59990  	-0.1870  	0.28810  	0.05138  	0.09553  	-0.0002  	-0.3666  	-0.6411  	-0.1799  	0.02441  	0.32512  	-0.2058  	-0.0130  	0.02452  	-0.0286  	0.06460  	0.13942  	-0.3543  	-0.2633  	0.50499  	-0.0434  	0.01834  	0.55969  	0.22857  	-0.0516  	-0.0195  	0.06780  	0.03382  	-0.0225  	-0.1295  	-0.0202  	-0.0015  	0.02370  	-0.0139  	0.00602  	0.00086  	0.01072  	-0.0039  	0.01227  	-7.0170  	-0.0331  	0.05925  	0.01538  	0.18277  	0.04257  	0.00896  	-0.0023  	0.05967  	0.37583  	
0.06589  	0.00042  	-0.7579  	0.16260  	0.10183  	0.25825  	-0.1285  	0.14434  	0.53778  	-0.1088  	-0.3846  	0.98901  	0.38859  	-0.4063  	-1.2409  	0.42400  	-0.1322  	0.30977  	0.29776  	0.08425  	-0.1867  	0.62222  	-0.2252  	0.26942  	0.03987  	0.08288  	-0.0312  	-0.2855  	-0.5818  	-0.1790  	-0.0016  	0.30887  	-0.2345  	0.01597  	0.04664  	-0.0188  	0.05095  	0.14368  	-0.3387  	-0.2221  	0.45356  	-0.0661  	0.03761  	0.56685  	0.21954  	-0.0528  	-0.0184  	0.07123  	0.04176  	-0.0432  	-0.1034  	-0.0198  	0.00261  	0.01245  	-0.0152  	0.00958  	0.00716  	0.01456  	-0.0091  	0.00628  	-0.0107  	-0.0494  	0.05910  	0.00334  	0.18402  	0.04381  	0.00999  	-0.0033  	0.05991  	0.37494  	
0.08977  	-0.0052  	-0.7416  	0.15355  	0.11876  	0.18984  	-0.1446  	0.13294  	0.50747  	-0.0247  	-0.2192  	1.10839  	0.34718  	-0.4435  	-1.2925  	0.46143  	-0.1880  	0.28569  	0.27971  	0.16159  	-0.1915  	0.56387  	-0.2981  	0.24896  	0.02529  	0.07207  	-0.0875  	-0.2263  	-0.5374  	-0.1792  	-0.0144  	0.32633  	-0.2243  	0.00459  	0.10388  	0.05616  	0.00758  	0.13948  	-0.3125  	-0.2328  	0.44543  	-0.0355  	0.00486  	0.54963  	0.20668  	-0.0608  	-0.0162  	0.07204  	0.04402  	-0.0293  	-0.1029  	-0.0151  	0.00756  	0.02245  	-0.0112  	0.00260  	0.01643  	0.01161  	-0.0162  	0.00655  	-0.0114  	-0.0554  	0.05967  	0.00365  	0.18496  	0.04438  	0.01073  	-0.0041  	0.05998  	0.37487  	
0.10650  	-0.0180  	-0.7339  	0.12981  	0.13284  	0.22494  	-0.0938  	0.05658  	0.52583  	-0.0348  	-0.2790  	1.04218  	0.34661  	-0.4569  	-1.3491  	0.51799  	-0.1875  	0.30928  	0.27923  	0.14324  	-0.2162  	0.57536  	-0.3331  	0.24143  	0.06948  	0.05436  	-0.0694  	-0.2418  	-0.5560  	-0.1679  	-0.0077  	0.32681  	-0.2473  	0.02203  	0.12761  	0.09226  	0.02627  	0.13605  	-0.3280  	-0.2109  	0.44490  	-0.0338  	0.01702  	0.55217  	0.21458  	-0.0585  	-0.0233  	0.06474  	0.04395  	-0.0356  	-0.0937  	-0.0144  	0.00632  	0.02283  	-0.0064  	0.00766  	0.01521  	0.01645  	-0.0107  	0.00584  	-0.0111  	-0.0574  	0.06584  	0.00631  	0.18558  	0.04426  	0.01118  	-0.0049  	0.05988  	0.37560  	
0.04267  	0.00850  	-0.7556  	0.09068  	0.10874  	0.23535  	-0.0879  	0.05440  	0.49823  	-0.0160  	-0.3026  	1.02681  	0.31895  	-0.4777  	-1.4178  	0.51223  	-0.1744  	0.33498  	0.26397  	0.13304  	-0.2490  	0.61994  	-0.3594  	0.20939  	0.08493  	0.08751  	-0.0521  	-0.2528  	-0.5292  	-0.1813  	0.01065  	0.32358  	-0.2522  	0.02373  	0.07172  	0.09094  	0.00315  	0.13562  	-0.3022  	-0.2095  	0.45202  	-0.0521  	0.01721  	0.57002  	0.23112  	-0.0620  	-0.0189  	0.06806  	0.05044  	-0.0351  	-0.0958  	-0.0194  	0.00580  	0.01998  	-0.0018  	0.00581  	0.01015  	0.02056  	-0.0171  	0.00747  	-0.0059  	-0.0550  	0.06166  	0.01015  	0.18589  	0.04346  	0.01135  	-0.0056  	0.05962  	0.37713  	
-0.2595  	-0.0852  	-0.9857  	0.00373  	0.05599  	-0.0002  	-0.0988  	0.03337  	0.48343  	-0.0712  	-0.2625  	0.98012  	0.33282  	-0.4425  	-1.2770  	0.26953  	-0.1259  	0.29325  	0.25244  	0.06537  	-0.1557  	0.62505  	-0.2884  	0.28478  	0.15658  	0.06855  	0.02408  	-0.2809  	-0.5441  	-0.1478  	0.00844  	0.32608  	-0.2868  	0.01682  	0.07805  	0.09185  	0.03814  	0.14527  	-0.3401  	-0.2355  	0.44028  	-0.0456  	-0.0179  	0.54331  	0.21284  	-0.0716  	-0.0087  	0.04855  	0.03947  	-0.0340  	-0.0941  	-0.0110  	0.00341  	0.03063  	-0.0067  	0.00293  	0.01120  	0.02135  	-0.0045  	0.01335  	-0.0093  	-0.0496  	0.06435  	0.00789  	0.18583  	0.04088  	0.01131  	-0.0056  	0.05818  	0.38263  	
-0.0894  	-0.0955  	-0.8990  	0.04529  	0.06374  	0.10932  	-0.1357  	0.08608  	0.51630  	-0.1823  	-0.3407  	1.02095  	0.35395  	-0.3591  	-1.0845  	0.27019  	-0.0846  	0.24392  	0.25349  	0.01911  	-0.0885  	0.64302  	-0.1461  	0.32578  	0.04716  	0.08959  	0.08527  	-0.3854  	-0.6393  	-0.1812  	-0.0078  	0.31458  	-0.2663  	5.86844  	0.11550  	-0.0187  	0.08704  	0.17390  	-0.3833  	-0.2359  	0.41400  	-0.0355  	-0.0314  	0.55318  	0.21328  	-0.0574  	-0.0059  	0.06126  	0.03258  	-0.0382  	-0.1101  	-0.0046  	0.00287  	0.02550  	-0.0101  	0.00497  	0.00535  	0.01308  	0.00265  	0.01027  	-0.0054  	-0.0464  	0.05364  	0.00247  	0.18422  	0.03839  	0.01086  	-0.0063  	0.05785  	0.38525  	
0.00815  	0.00470  	-0.8288  	0.15218  	0.11509  	0.18860  	-0.0932  	0.09734  	0.51987  	-0.1392  	-0.4014  	1.08397  	0.40622  	-0.3008  	-1.1285  	0.28962  	-0.1132  	0.28436  	0.26560  	0.03084  	-0.1991  	0.65406  	-0.1567  	0.28039  	0.05085  	0.08309  	-0.0306  	-0.2821  	-0.5218  	-0.1671  	0.02496  	0.28132  	-0.2265  	0.00826  	0.05260  	-0.0364  	0.02566  	0.14846  	-0.3438  	-0.2141  	0.43818  	-0.0667  	0.02625  	0.57004  	0.21004  	-0.0668  	-0.0100  	0.07016  	0.03467  	-0.0395  	-0.1117  	-0.0117  	0.00086  	0.01835  	-0.0121  	0.01276  	0.00508  	0.00876  	-0.0046  	0.02271  	0.00024  	-0.0432  	0.05285  	0.00498  	0.18376  	0.03523  	0.01005  	-0.0072  	0.05767  	0.38614  	
