-0.0901  	-0.1637  	-1.1098  	-0.2470  	0.19347  	-0.7078  	0.50054  	-0.5394  	-0.0386  	-0.5064  	-0.8672  	1.17795  	0.47362  	0.83197  	0.04925  	0.64271  	-0.5388  	0.42215  	0.50974  	0.79653  	0.19961  	0.36885  	-0.9280  	0.79791  	0.06212  	0.00717  	-0.1147  	0.28467  	-0.0459  	0.15638  	0.02593  	0.21626  	-0.0968  	-0.1086  	0.14887  	-0.0060  	-0.5585  	-0.0918  	-0.3395  	-0.4187  	0.42342  	-0.0063  	-0.1346  	0.72861  	0.37260  	-0.1231  	-0.0255  	0.00949  	0.03158  	-0.1478  	-0.0970  	-0.0556  	0.03326  	-0.0244  	-0.0529  	0.04762  	0.00821  	0.01596  	0.01013  	-0.0101  	-0.0579  	0.02283  	0.16574  	0.02849  	0.09875  	-0.0151  	0.00168  	0.00054  	-0.0089  	-0.3021  	0.46675  	259.293  	237.676  	
0.04478  	-0.1551  	-1.0566  	-0.2034  	0.19184  	-0.6414  	0.55214  	-0.5925  	-0.0552  	-0.4113  	-0.9102  	1.16591  	0.48109  	0.76553  	-0.0261  	0.75856  	-0.5691  	0.48370  	0.52895  	0.82085  	0.13618  	0.37721  	-0.9951  	0.73095  	0.12508  	-0.0183  	-0.1316  	0.30256  	-0.0157  	0.16580  	0.00844  	0.22398  	-0.1230  	-0.0961  	0.15992  	0.09780  	-0.5853  	-0.0763  	-0.3217  	-0.3868  	0.43598  	-0.0084  	-0.1175  	0.74657  	0.37565  	-0.1333  	-0.0263  	0.01262  	0.04393  	-0.1544  	-0.0913  	-0.0571  	0.03999  	-0.0227  	-0.0460  	0.04773  	0.00801  	0.02396  	0.01134  	-0.0039  	-0.0621  	0.01993  	0.17180  	0.02495  	0.09967  	-0.0134  	0.00367  	-0.0006  	-0.0082  	-0.2997  	0.46675  	259.293  	237.676  	
0.07349  	-0.1556  	-1.0441  	-0.1589  	0.23010  	-0.6603  	0.56816  	-0.6116  	-0.0456  	-0.3242  	-0.8980  	1.14519  	0.45869  	0.72853  	-0.1288  	0.81125  	-0.5823  	0.49528  	0.51294  	0.87122  	0.07389  	0.36216  	-1.0562  	0.71913  	0.19373  	-0.0305  	-0.1059  	0.37963  	0.00452  	0.19290  	-0.0062  	0.23781  	-0.1450  	-0.0913  	0.16438  	0.14691  	-0.6221  	-0.1004  	-0.2993  	-0.3908  	0.40726  	-0.0034  	-0.1261  	0.74433  	0.37474  	-0.1261  	-0.0296  	0.02962  	0.04867  	-0.1554  	-0.0766  	-0.0556  	0.04391  	-0.0273  	-0.0445  	0.04658  	0.01362  	0.02746  	0.01423  	-0.0073  	-0.0650  	0.00726  	0.17552  	0.02701  	0.10044  	-0.0122  	0.00528  	-0.0016  	-0.0077  	-0.2972  	0.46675  	259.293  	237.676  	
0.05959  	-0.1893  	-1.0734  	-0.1435  	0.26682  	-0.6513  	0.56925  	-0.6222  	-0.0878  	-0.2946  	-0.8634  	1.13477  	0.43334  	0.68729  	-0.2048  	0.83791  	-0.6097  	0.48105  	0.52523  	0.86661  	0.05511  	0.36935  	-1.0958  	0.73797  	0.26956  	-0.0521  	-0.0409  	0.38952  	0.02507  	0.22406  	-0.0179  	0.26327  	-0.1775  	-0.0936  	0.16117  	0.21693  	-0.5998  	-0.0890  	-0.3037  	-0.3930  	0.39797  	-0.0054  	-0.1380  	0.75030  	0.36909  	-0.1214  	-0.0340  	0.03766  	0.05018  	-0.1668  	-0.0789  	-0.0532  	0.04792  	-0.0229  	-0.0377  	0.04380  	0.01464  	0.03217  	0.01412  	-0.0058  	-0.0652  	0.00239  	0.17985  	0.02328  	0.10105  	-0.0115  	0.00651  	-0.0026  	-0.0075  	-0.2946  	0.46675  	259.293  	237.676  	
0.01860  	-0.2027  	-1.0874  	-0.2127  	0.25385  	-0.6610  	0.57780  	-0.6721  	-0.1125  	-0.2731  	-0.8379  	1.11717  	0.42464  	0.63981  	-0.2598  	0.83542  	-0.6114  	0.45807  	0.52502  	0.82622  	0.01315  	0.37793  	-1.0944  	0.74178  	0.28865  	-0.0520  	-0.0331  	0.38679  	0.03022  	0.22997  	-0.0068  	0.26257  	-0.1971  	-0.0947  	0.15062  	0.24615  	-0.6077  	-0.0876  	-0.3022  	-0.3882  	0.40673  	-0.0018  	-0.1379  	0.75455  	0.36919  	-0.1245  	-0.0412  	0.03779  	0.04706  	-0.1616  	-0.0759  	-0.0504  	0.05164  	-0.0262  	-0.0372  	0.04242  	0.01356  	0.02853  	0.01558  	-0.0069  	-0.0658  	0.00496  	0.17911  	0.02163  	0.10151  	-0.0114  	0.00735  	-0.0036  	-0.0074  	-0.2920  	0.46675  	259.293  	237.676  	
-0.0103  	-0.2143  	-1.1115  	-0.2505  	0.20942  	-0.6610  	0.56651  	-0.6765  	-0.1119  	-0.3233  	-0.8517  	1.09247  	0.42099  	0.64127  	-0.2152  	0.79683  	-0.5837  	0.44909  	0.53040  	0.80057  	0.04727  	0.37407  	-1.0322  	0.74684  	0.26586  	-0.0436  	-0.0489  	0.37170  	0.02829  	0.21760  	-0.0026  	0.26501  	-0.1996  	-0.0958  	0.13820  	0.23895  	-0.5994  	-0.0818  	-0.3044  	-0.3911  	0.43046  	0.00226  	-0.1356  	0.74725  	0.35965  	-0.1229  	-0.0371  	0.02977  	0.04583  	-0.1615  	-0.0796  	-0.0511  	0.05402  	-0.0198  	-0.0368  	0.04155  	0.01148  	0.02635  	0.01889  	-0.0045  	-0.0648  	0.00928  	0.17831  	0.02447  	0.10182  	-0.0118  	0.00782  	-0.0044  	-0.0075  	-0.2894  	0.46675  	259.293  	237.676  	
-0.0287  	-0.1994  	-1.1241  	-0.3101  	0.15421  	-0.6546  	0.55444  	-0.6673  	-0.1161  	-0.3993  	-0.8406  	1.07426  	0.41788  	0.63437  	-0.1705  	0.73801  	-0.5688  	0.43588  	0.52573  	0.79590  	0.09092  	0.37759  	-0.9673  	0.72202  	0.19426  	-0.0248  	-0.0909  	0.33520  	0.01874  	0.19625  	0.01332  	0.24587  	-0.1913  	-0.0928  	0.14308  	0.21075  	-0.5878  	-0.0729  	-0.3174  	-0.4154  	0.44627  	0.00563  	-0.1228  	0.73662  	0.36441  	-0.1245  	-0.0315  	0.01631  	0.04222  	-0.1561  	-0.0806  	-0.0527  	0.05822  	-0.0167  	-0.0393  	0.03926  	0.00768  	0.02618  	0.01502  	-0.0068  	-0.0652  	0.01126  	0.17995  	0.02725  	0.10198  	-0.0128  	0.00790  	-0.0052  	-0.0078  	-0.2867  	0.46675  	259.293  	237.676  	
0.05918  	-0.1511  	-1.0844  	-0.2886  	0.11231  	-0.6200  	0.54787  	-0.5973  	-0.1004  	-0.4914  	-0.7752  	1.07555  	0.42140  	0.72809  	-0.0067  	0.64766  	-0.5549  	0.39874  	0.53709  	0.76774  	0.25397  	0.36970  	-0.9106  	0.78894  	0.14579  	-0.0266  	-0.0660  	0.17295  	-0.1235  	0.16934  	0.01783  	0.25947  	-0.1505  	-0.1053  	0.21209  	0.08452  	-0.4868  	-0.0362  	-0.3862  	-0.4434  	0.44257  	-0.0124  	-0.1400  	0.72657  	0.36368  	-0.1223  	-0.0282  	0.01319  	0.02845  	-0.1569  	-0.1040  	-0.0485  	0.04485  	-0.0159  	-0.0411  	0.03640  	0.00845  	0.02470  	0.00711  	-0.0089  	-0.0592  	0.00962  	0.18142  	0.02021  	0.10198  	-0.0155  	0.00761  	-0.0053  	-0.0093  	-0.2834  	0.46675  	259.293  	237.676  	
0.16898  	-0.0725  	-0.9784  	-0.2215  	0.08410  	-0.5853  	0.55311  	-0.4617  	-0.0297  	-0.5500  	-0.7312  	1.13371  	0.47725  	0.92953  	0.11385  	0.70813  	-0.5465  	0.35922  	0.51700  	0.69250  	0.40245  	0.38438  	-0.8915  	0.82773  	0.08120  	-0.0368  	0.02507  	0.01308  	-0.2365  	0.13847  	0.01932  	0.25693  	-0.1136  	-0.0992  	0.30076  	-0.0281  	-0.4016  	-0.0067  	-0.4205  	-0.4592  	0.41128  	-0.0147  	-0.1429  	0.73150  	0.36413  	-0.1228  	-0.0244  	0.00990  	0.03196  	-0.1394  	-0.1096  	-0.0469  	0.04717  	-0.0145  	-0.0471  	0.04481  	-0.0121  	0.02459  	0.00619  	-0.0101  	-0.0537  	0.02282  	0.17298  	0.01768  	0.10061  	-0.0177  	0.00679  	-0.0059  	-0.0098  	-0.2830  	0.46675  	259.293  	237.676  	
0.33589  	0.00818  	-0.8395  	-0.1490  	0.06405  	-0.4437  	0.54945  	-0.3202  	0.06685  	-0.5789  	-0.7128  	1.20795  	0.51616  	1.06406  	0.21193  	0.81940  	-0.5149  	0.28158  	0.52989  	0.61003  	0.55102  	0.42989  	-0.8003  	0.91228  	0.02241  	-0.0391  	0.12914  	-0.1379  	-0.4002  	0.14225  	0.02691  	0.28147  	-0.0868  	-0.1208  	0.34386  	-0.1153  	-0.2846  	0.01935  	-0.4466  	-0.5120  	0.37130  	-0.0155  	-0.1264  	0.72596  	0.36188  	-0.1249  	-0.0333  	0.02807  	0.04952  	-0.1446  	-0.1153  	-0.0476  	0.04457  	-0.0113  	-0.0505  	0.06133  	-0.0173  	0.02425  	0.00503  	0.00077  	-0.0525  	0.02914  	0.17318  	0.02025  	0.10057  	-0.0203  	0.00560  	-0.0068  	-0.0100  	-0.2800  	0.46675  	259.293  	237.676  	
